	Gene1	Gene2	Annotation	Direction	Score
11688	RPL21	RPS21	catalyze; catalyzed by; complex; input	<->	1
11689	RPL21	RPS23	catalyze; catalyzed by; complex; input	<->	1
11690	RPL21	RPS24	catalyze; catalyzed by; complex; input	<->	1
11691	RPL21	RPS25	catalyze; catalyzed by; complex; input	<->	1
11692	RPL21	RPS26	catalyze; catalyzed by; complex; input	<->	1
11693	RPL21	RPS27	catalyze; catalyzed by; complex; input	<->	1
11694	RPL21	RPS27A	catalyze; catalyzed by; complex; input	<->	1
11695	RPL21	RPS27L	predicted	-	0.64
11696	RPL21	RPS28	catalyze; catalyzed by; complex; input	<->	1
11697	RPL21	RPS29	catalyze; catalyzed by; complex; input	<->	1
11698	RPL21	RPS3	catalyze; catalyzed by; complex; input	<->	1
11699	RPL21	RPS3A	catalyze; catalyzed by; complex; input	<->	1
11700	RPL21	RPS4X	catalyze; catalyzed by; complex; input	<->	1
11701	RPL21	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1
11702	RPL21	RPS5	catalyze; catalyzed by; complex; input	<->	1
11703	RPL21	RPS6	catalyze; catalyzed by; complex; input	<->	1
11704	RPL21	RPS7	catalyze; catalyzed by; complex; input	<->	1
11705	RPL21	RPS8	catalyze; catalyzed by; complex; input	<->	1
11706	RPL21	RPS9	catalyze; catalyzed by; complex; input	<->	1
11707	RPL21	RPSA	catalyze; catalyzed by; complex; input	<->	1
11708	RPL21	SEC11A	catalyzed by	<-	1
11709	RPL21	SEC11C	catalyzed by	<-	1
11710	RPL21	SEC61B	complex; input	-	1
11711	RPL21	SEC61G	complex; input	-	1
11712	RPL21	SECISBP2	complex; input	-	1
11713	RPL21	SMG1	complex; input	-	1
11714	RPL21	SMG5	complex; input	-	1
11715	RPL21	SMG6	complex; input	-	1
11716	RPL21	SMG7	complex; input	-	1
11717	RPL21	SMG8	complex; input	-	1
11718	RPL21	SMG9	complex; input	-	1
11719	RPL21	SPCS1	catalyzed by	<-	1
11720	RPL21	SPCS2	catalyzed by	<-	1
11721	RPL21	SPCS3	catalyzed by	<-	1
11722	RPL21	SRP14	complex; input	-	1
11723	RPL21	SRP19	complex; input	-	1
11724	RPL21	SRP54	complex; input	-	1
11725	RPL21	SRP68	complex; input	-	1
11726	RPL21	SRP72	complex; input	-	1
11727	RPL21	SRP9	complex; input	-	1
11728	RPL21	SRPRA	complex; input	-	1
11729	RPL21	SRPRB	complex; input	-	1
11730	RPL21	SSR1	complex; input	-	1
11731	RPL21	SSR2	complex; input	-	1
11732	RPL21	SSR3	complex; input	-	1
11733	RPL21	SSR4	complex; input	-	1
11734	RPL21	TPT1	predicted	-	0.59
11735	RPL21	TRAM1	complex; input	-	1
11736	RPL21	UBA52	catalyze; catalyzed by; complex; input	<->	1
11737	RPL21	UPF1	complex; input	-	1
11738	RPL21	UPF2	complex; input	-	1
11739	RPL21	UPF3A	complex; input	-	1
11740	RPL21	UPF3B	complex; input	-	1
11741	RPL22	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11742	RPL22	RPSA	catalyze; catalyzed by; complex; input	<->	1
11743	RPL22	SRP9	complex; input	-	1
11744	RPL23	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11745	RPL23	RPSA	catalyze; catalyzed by; complex; input	<->	1
11746	RPL23	SLC25A5	predicted	-	0.64
11747	RPL23	SRP9	complex; input	-	1
11748	RPL23A	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11749	RPL23A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11750	RPL23A	SRP9	complex; input	-	1
11751	RPL24	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11752	RPL24	RPSA	catalyze; catalyzed by; complex; input	<->	1
11753	RPL24	SRP9	complex; input	-	1
11754	RPL26	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11755	RPL26	RPSA	catalyze; catalyzed by; complex; input	<->	1
11756	RPL26	SRP9	complex; input	-	1
11757	RPL27	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11758	RPL27	RPSA	catalyze; catalyzed by; complex; input	<->	1
11759	RPL27	SRP9	complex; input	-	1
11760	RPL27A	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11761	RPL27A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11762	RPL27A	SRP9	complex; input	-	1
11763	RPL28	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11764	RPL28	RPSA	catalyze; catalyzed by; complex; input	<->	1
11765	RPL28	SRP9	complex; input	-	1
11766	RPL29	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11767	RPL29	RPSA	catalyze; catalyzed by; complex; input	<->	1
11768	RPL29	SRP9	complex; input	-	1
11769	RPL3	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11770	RPL3	RPSA	catalyze; catalyzed by; complex; input	<->	1
11771	RPL3	SRP9	complex; input	-	1
11772	RPL30	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11773	RPL30	RPSA	catalyze; catalyzed by; complex; input	<->	1
11774	RPL30	SRP9	complex; input	-	1
11775	RPL31	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11776	RPL31	RPSA	catalyze; catalyzed by; complex; input	<->	1
11777	RPL31	SRP9	complex; input	-	1
11778	RPL32	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11779	RPL32	RPSA	catalyze; catalyzed by; complex; input	<->	1
11780	RPL32	SRP9	complex; input	-	1
11781	RPL34	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11782	RPL34	RPSA	catalyze; catalyzed by; complex; input	<->	1
11783	RPL34	SRP9	complex; input	-	1
11784	RPL35	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11785	RPL35	RPSA	catalyze; catalyzed by; complex; input	<->	1
11786	RPL35	SRP9	complex; input	-	1
11787	RPL35A	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11788	RPL35A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11789	RPL35A	SRP9	complex; input	-	1
11790	RPL36	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11791	RPL36	RPSA	catalyze; catalyzed by; complex; input	<->	1
11792	RPL36	SRP9	complex; input	-	1
11793	RPL36A	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11794	RPL36A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11795	RPL36A	SRP9	complex; input	-	1
11796	RPL37	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11797	RPL37	RPSA	catalyze; catalyzed by; complex; input	<->	1
11798	RPL37	SRP9	complex; input	-	1
11799	RPL37A	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11800	RPL37A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11801	RPL37A	SLC25A5	predicted	-	0.58
11802	RPL37A	SRP9	complex; input	-	1
11803	RPL38	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11804	RPL38	RPSA	catalyze; catalyzed by; complex; input	<->	1
11805	RPL38	SRP9	complex; input	-	1
11806	RPL39	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11807	RPL39	RPSA	catalyze; catalyzed by; complex; input	<->	1
11808	RPL39	SRP9	complex; input	-	1
11809	RPL4	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11810	RPL4	RPSA	catalyze; catalyzed by; complex; input	<->	1
11811	RPL4	SRP9	complex; input	-	1
11812	RPL41	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11813	RPL41	RPSA	catalyze; catalyzed by; complex; input	<->	1
11814	RPL41	SRP9	complex; input	-	1
11815	RPL5	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11816	RPL5	RPSA	catalyze; catalyzed by; complex; input	<->	1
11817	RPL5	SRP9	complex; input	-	1
11818	RPL6	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11819	RPL6	RPSA	catalyze; catalyzed by; complex; input	<->	1
11820	RPL6	SRP9	complex; input	-	1
11821	RPL7	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11822	RPL7	RPSA	catalyze; catalyzed by; complex; input	<->	1
11823	RPL7	SRP9	complex; input	-	1
11824	RPL7A	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11825	RPL7A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11826	RPL7A	SRP9	complex; input	-	1
11827	RPL8	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11828	RPL8	RPSA	catalyze; catalyzed by; complex; input	<->	1
11829	RPL8	SRP9	complex; input	-	1
11830	RPL9	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11831	RPL9	RPSA	catalyze; catalyzed by; complex; input	<->	1
11832	RPL9	SRP9	complex; input	-	1
11833	RPLP0	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11834	RPLP0	RPSA	catalyze; catalyzed by; complex; input	<->	1
11835	RPLP0	SRP9	complex; input	-	1
11836	RPLP1	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11837	RPLP1	RPSA	catalyze; catalyzed by; complex; input	<->	1
11838	RPLP1	SRP9	complex; input	-	1
11839	RPLP2	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11840	RPLP2	RPSA	catalyze; catalyzed by; complex; input	<->	1
11841	RPLP2	SRP9	complex; input	-	1
11842	RPN1	RPS15A	complex; input	-	1
11843	RPN1	RPSA	complex; input	-	1
11844	RPN1	SRP9	input	-	1
11845	RPN2	RPS15A	complex; input	-	1
11846	RPN2	RPSA	complex; input	-	1
11847	RPN2	SRP9	input	-	1
11848	RPP14	RPS15A	complex	-	1
11849	RPP14	RPSA	complex	-	1
11850	RPP21	RPS15A	complex	-	1
11851	RPP21	RPSA	complex	-	1
11852	RPP25	RPS15A	complex	-	1
11853	RPP25	RPSA	complex	-	1
11854	RPP30	RPS15A	complex	-	1
11855	RPP30	RPSA	complex	-	1
11856	RPP38	RPS15A	complex	-	1
11857	RPP38	RPSA	complex	-	1
11858	RPP40	RPS15A	complex	-	1
11859	RPP40	RPSA	complex	-	1
11860	RPRM	SDCBP	predicted	-	0.64
11861	RPS10	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11862	RPS10	RPSA	catalyze; catalyzed by; complex; input	<->	1
11863	RPS10	SRP9	complex; input	-	1
11864	RPS11	RPS15A	catalyze; catalyzed by; complex; input; reaction	<->	1
11865	RPS11	RPSA	catalyze; catalyzed by; complex; input	<->	1
11866	RPS11	SRP9	complex; input	-	1
11867	RPS12	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11868	RPS12	RPSA	catalyze; catalyzed by; complex; input	<->	1
11869	RPS12	SRP9	complex; input	-	1
11870	RPS13	RPS15A	catalyze; catalyzed by; complex; input; reaction	<->	1
11871	RPS13	RPSA	catalyze; catalyzed by; complex; input	<->	1
11872	RPS13	SRP9	complex; input	-	1
11873	RPS14	RPS15A	catalyze; catalyzed by; complex; input; reaction	<->	1
11874	RPS14	RPSA	catalyze; catalyzed by; complex; input	<->	1
11875	RPS14	SRP9	complex; input	-	1
11876	RPS15	RPS15A	catalyze; catalyzed by; complex; input	<->	1
11877	RPS15	RPSA	catalyze; catalyzed by; complex; input	<->	1
11878	RPS15	SRP9	complex; input	-	1
11879	RPS15A	RPS16	catalyze; catalyzed by; complex; input; reaction	<->	1
11880	RPS15A	RPS17	catalyze; catalyzed by; complex; input	<->	1
11881	RPS15A	RPS18	catalyze; catalyzed by; complex; input	<->	1
11882	RPS15A	RPS19	catalyze; catalyzed by; complex; input	<->	1
11883	RPS15A	RPS2	catalyze; catalyzed by; complex; input; reaction	<->	1
11884	RPS15A	RPS20	catalyze; catalyzed by; complex; input	<->	1
11885	RPS15A	RPS21	catalyze; catalyzed by; complex; input	<->	1
11886	RPS15A	RPS23	catalyze; catalyzed by; complex; input; reaction	<->	1
11887	RPS15A	RPS24	catalyze; catalyzed by; complex; input; reaction	<->	1
11888	RPS15A	RPS25	catalyze; catalyzed by; complex; input	<->	1
11889	RPS15A	RPS26	catalyze; catalyzed by; complex; input	<->	1
11890	RPS15A	RPS27	catalyze; catalyzed by; complex; input; reaction	<->	1
11891	RPS15A	RPS27A	catalyze; catalyzed by; complex; input	<->	1
11892	RPS15A	RPS27L	reaction	-	1
11893	RPS15A	RPS28	catalyze; catalyzed by; complex; input; reaction	<->	1
11894	RPS15A	RPS29	catalyze; catalyzed by; complex; input	<->	1
11895	RPS15A	RPS3	catalyze; catalyzed by; complex; input	<->	1
11896	RPS15A	RPS3A	catalyze; catalyzed by; complex; input; reaction	<->	1
11897	RPS15A	RPS4X	catalyze; catalyzed by; complex; input	<->	1
11898	RPS15A	RPS4Y1	catalyze; catalyzed by; complex; input	<->	1
11899	RPS15A	RPS5	catalyze; catalyzed by; complex; input; reaction	<->	1
11900	RPS15A	RPS6	catalyze; catalyzed by; complex; input; reaction	<->	1
11901	RPS15A	RPS7	catalyze; catalyzed by; complex; input; reaction	<->	1
11902	RPS15A	RPS8	catalyze; catalyzed by; complex; input; reaction	<->	1
11903	RPS15A	RPS9	catalyze; catalyzed by; complex; input; reaction	<->	1
11904	RPS15A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11905	RPS15A	RRP36	activate	->	1
11906	RPS15A	RRP7A	activate	->	1
11907	RPS15A	RRP9	activate	->	1
11908	RPS15A	SEC11A	catalyzed by	<-	1
11909	RPS15A	SEC11C	catalyzed by	<-	1
11910	RPS15A	SEC61B	complex; input	-	1
11911	RPS15A	SEC61G	complex; input	-	1
11912	RPS15A	SECISBP2	complex; input	-	1
11913	RPS15A	SLC25A5	predicted	-	0.64
11914	RPS15A	SMG1	complex; input	-	1
11915	RPS15A	SMG5	complex; input	-	1
11916	RPS15A	SMG6	complex; input	-	1
11917	RPS15A	SMG7	complex; input	-	1
11918	RPS15A	SMG8	complex; input	-	1
11919	RPS15A	SMG9	complex; input	-	1
11920	RPS15A	SNU13	activate	->	1
11921	RPS15A	SPCS1	catalyzed by	<-	1
11922	RPS15A	SPCS2	catalyzed by	<-	1
11923	RPS15A	SPCS3	catalyzed by	<-	1
11924	RPS15A	SRP14	complex; input	-	1
11925	RPS15A	SRP19	complex; input	-	1
11926	RPS15A	SRP54	complex; input	-	1
11927	RPS15A	SRP68	complex; input	-	1
11928	RPS15A	SRP72	complex; input	-	1
11929	RPS15A	SRP9	complex; input	-	1
11930	RPS15A	SRPRA	complex; input	-	1
11931	RPS15A	SRPRB	complex; input	-	1
11932	RPS15A	SSR1	complex; input	-	1
11933	RPS15A	SSR2	complex; input	-	1
11934	RPS15A	SSR3	complex; input	-	1
11935	RPS15A	SSR4	complex; input	-	1
11936	RPS15A	TBL3	activate	->	1
11937	RPS15A	TRA1	predicted	-	0.6
11938	RPS15A	TRAM1	complex; input	-	1
11939	RPS15A	TRAP1	predicted	-	0.6
11940	RPS15A	TSR1	complex	-	1
11941	RPS15A	TUBB2B	predicted	-	0.78
11942	RPS15A	UBA52	catalyze; catalyzed by; complex; input	<->	1
11943	RPS15A	UFL1	predicted	-	0.56
11944	RPS15A	UPF1	complex; input	-	1
11945	RPS15A	UPF2	complex; input	-	1
11946	RPS15A	UPF3A	complex; input	-	1
11947	RPS15A	UPF3B	complex; input	-	1
11948	RPS15A	UTP11	activate	->	1
11949	RPS15A	UTP14A	activate	->	1
11950	RPS15A	UTP15	reaction	-	1
11951	RPS15A	UTP18	activate	->	1
11952	RPS15A	UTP20	activate	->	1
11953	RPS15A	UTP3	activate	->	1
11954	RPS15A	UTP4	reaction	-	1
11955	RPS15A	UTP6	activate	->	1
11956	RPS15A	WDR3	activate	->	1
11957	RPS15A	WDR36	activate	->	1
11958	RPS15A	WDR43	reaction	-	1
11959	RPS15A	WDR46	activate	->	1
11960	RPS15A	WDR75	reaction	-	1
11961	RPS15A	WWTR1	predicted	-	0.56
11962	RPS16	RPSA	catalyze; catalyzed by; complex; input	<->	1
11963	RPS16	SRP9	complex; input	-	1
11964	RPS17	RPSA	catalyze; catalyzed by; complex; input	<->	1
11965	RPS17	SRP9	complex; input	-	1
11966	RPS18	RPSA	catalyze; catalyzed by; complex; input	<->	1
11967	RPS18	SRP9	complex; input	-	1
11968	RPS19	RPSA	catalyze; catalyzed by; complex; input	<->	1
11969	RPS19	SRP9	complex; input	-	1
11970	RPS2	RPSA	catalyze; catalyzed by; complex; input	<->	1
11971	RPS2	SRP9	complex; input	-	1
11972	RPS20	RPSA	catalyze; catalyzed by; complex; input	<->	1
11973	RPS20	SRP9	complex; input	-	1
11974	RPS21	RPSA	catalyze; catalyzed by; complex; input; predicted	<->	1
11975	RPS21	SRP9	complex; input	-	1
11976	RPS23	RPSA	catalyze; catalyzed by; complex; input	<->	1
11977	RPS23	SRP9	complex; input	-	1
11978	RPS24	RPSA	catalyze; catalyzed by; complex; input	<->	1
11979	RPS24	SRP9	complex; input	-	1
11980	RPS25	RPSA	catalyze; catalyzed by; complex; input	<->	1
11981	RPS25	SRP9	complex; input	-	1
11982	RPS26	RPSA	catalyze; catalyzed by; complex; input	<->	1
11983	RPS26	SRP9	complex; input	-	1
11984	RPS27	RPSA	catalyze; catalyzed by; complex; input	<->	1
11985	RPS27	SRP9	complex; input	-	1
11986	RPS27A	RPSA	catalyze; catalyzed by; complex; input	<->	1
11987	RPS27A	RTF1	complex; input	-	1
11988	RPS27A	RUNX2	catalyzed by; input	<-	1
11989	RPS27A	SH3KBP1	catalyzed by; complex; input	<-	1
11990	RPS27A	SRP9	complex; input	-	1
11991	RPS27A	TBK1	catalyzed by; input	<-	1
11992	RPS28	RPSA	catalyze; catalyzed by; complex; input	<->	1
11993	RPS28	SRP9	complex; input	-	1
11994	RPS29	RPSA	catalyze; catalyzed by; complex; input	<->	1
11995	RPS29	SRP9	complex; input	-	1
11996	RPS3	RPSA	catalyze; catalyzed by; complex; input	<->	1
11997	RPS3	SLC25A5	predicted	-	0.64
11998	RPS3	SRP9	complex; input	-	1
11999	RPS3A	RPSA	catalyze; catalyzed by; complex; input	<->	1
12000	RPS3A	SRP9	complex; input	-	1
12001	RPS4X	RPSA	catalyze; catalyzed by; complex; input	<->	1
12002	RPS4X	SLC25A5	predicted	-	0.64
12003	RPS4X	SRP9	complex; input	-	1
12004	RPS4Y1	RPSA	catalyze; catalyzed by; complex; input	<->	1
12005	RPS4Y1	SRP9	complex; input	-	1
12006	RPS5	RPSA	catalyze; catalyzed by; complex; input	<->	1
12007	RPS5	SRP9	complex; input	-	1
12008	RPS6	RPSA	catalyze; catalyzed by; complex; input	<->	1
12009	RPS6	SRP9	complex; input	-	1
12010	RPS7	RPSA	catalyze; catalyzed by; complex; input	<->	1
12011	RPS7	SRP9	complex; input	-	1
12012	RPS8	RPSA	catalyze; catalyzed by; complex; input	<->	1
12013	RPS8	SRP9	complex; input	-	1
12014	RPS9	RPSA	catalyze; catalyzed by; complex; input	<->	1
12015	RPS9	SRP9	complex; input	-	1
12016	RPSA	SEC11A	catalyzed by	<-	1
12017	RPSA	SEC11C	catalyzed by	<-	1
12018	RPSA	SEC61B	complex; input	-	1
12019	RPSA	SEC61G	complex; input	-	1
12020	RPSA	SECISBP2	complex; input	-	1
12021	RPSA	SMG1	complex; input	-	1
12022	RPSA	SMG5	complex; input	-	1
12023	RPSA	SMG6	complex; input	-	1
12024	RPSA	SMG7	complex; input	-	1
12025	RPSA	SMG8	complex; input	-	1
12026	RPSA	SMG9	complex; input	-	1
12027	RPSA	SPCS1	catalyzed by	<-	1
12028	RPSA	SPCS2	catalyzed by	<-	1
12029	RPSA	SPCS3	catalyzed by	<-	1
12030	RPSA	SRP14	complex; input	-	1
12031	RPSA	SRP19	complex; input	-	1
12032	RPSA	SRP54	complex; input	-	1
12033	RPSA	SRP68	complex; input	-	1
12034	RPSA	SRP72	complex; input	-	1
12035	RPSA	SRP9	complex; input	-	1
12036	RPSA	SRPRA	complex; input	-	1
12037	RPSA	SRPRB	complex; input	-	1
12038	RPSA	SSR1	complex; input	-	1
12039	RPSA	SSR2	complex; input	-	1
12040	RPSA	SSR3	complex; input	-	1
12041	RPSA	SSR4	complex; input	-	1
12042	RPSA	TRAM1	complex; input	-	1
12043	RPSA	TSR1	complex	-	1
12044	RPSA	UBA52	catalyze; catalyzed by; complex; input	<->	1
12045	RPSA	UPF1	complex; input	-	1
12046	RPSA	UPF2	complex; input	-	1
12047	RPSA	UPF3A	complex; input	-	1
12048	RPSA	UPF3B	complex; input	-	1
12049	RPTOR	TCIRG1	complex; input	-	1
12050	RRAGA	TCIRG1	complex	-	1
12051	RRAGB	TCIRG1	complex	-	1
12052	RRAGC	TCIRG1	complex	-	1
12053	RRAGD	TCIRG1	complex	-	1
12054	RRP1B	SMNDC1	predicted	-	0.64
12055	RTF1	SSRP1	complex; input	-	1
12056	RTF1	STAT1	predicted	-	0.64
12057	RTF1	SUPT16H	complex; input	-	1
12058	RTF1	SUPT4H1	complex; input	-	1
12059	RTF1	SUPT5H	complex; input	-	1
12060	RTF1	SUPT6H	complex; input	-	1
12061	RTF1	TCEA1	complex; input	-	1
12062	RTF1	UBA52	complex; input	-	1
12063	RTF1	UBB	complex; input	-	1
12064	RTF1	UBC	complex; input	-	1
12065	RTF1	UBE2A	complex; input	-	1
12066	RTF1	UBE2B	complex; input	-	1
12067	RTF1	WAC	complex; input	-	1
12068	RTF1	WDR61	complex	-	1
12069	RTN3	RTN4	predicted	-	0.64
12070	RTN3	ZFYVE27	predicted	-	0.99
12071	RUNX1	RUNX2	reaction	-	1
12072	RUNX2	SATB1	predicted	-	0.54
12073	RUNX2	SATB2	complex; input	-	1
12074	RUNX2	SEM1	catalyzed by	<-	1
12075	RUNX2	SKP1	complex; input	-	1
12076	RUNX2	SKP2	complex; input	-	1
12077	RUNX2	SMAD1	complex; input	-	1
12078	RUNX2	SMAD2	predicted	-	0.54
12079	RUNX2	SMAD3	complex; input	-	1
12080	RUNX2	SMAD4	complex; input	-	1
12081	RUNX2	SMAD5	predicted	-	0.64
12082	RUNX2	SMAD6	predicted	-	0.64
12083	RUNX2	SMURF1	complex; input	-	1
12084	RUNX2	SOX9	complex; input	-	1
12085	RUNX2	SP7	complex; input	-	1
12086	RUNX2	STAT1	complex; input; reaction	-	1
12087	RUNX2	STUB1	complex; input	-	1
12088	RUNX2	TAL1	predicted	-	0.54
12089	RUNX2	TLE1	predicted	-	0.64
12090	RUNX2	TMEM119	predicted	-	0.54
12091	RUNX2	TWIST1	complex; input; reaction	-	1
12092	RUNX2	TWIST2	complex; input	-	1
12093	RUNX2	UBA52	catalyze; input	->	1
12094	RUNX2	UBB	catalyze; input	->	1
12095	RUNX2	UBC	catalyze; input	->	1
12096	RUNX2	UBTF	predicted	-	0.99
12097	RUNX2	WWOX	predicted	-	0.54
12098	RUNX2	WWP1	complex; input	-	1
12099	RUNX2	WWTR1	complex; inhibit; input	-|	1
12100	RUNX2	XRCC5	predicted	-	0.64
12101	RUNX2	XRCC6	predicted	-	0.64
12102	RUNX2	YAP1	activate; complex; input	->	1
12103	RUNX2	ZNF521	activate; complex; input	->	1
12104	RUNX3	SNW1	complex; input	-	1
12105	RUNX3	USF2	expression regulated by	<-	1
12106	RUVBL2	TBK1	predicted	-	0.64
12107	RXRA	SNW1	reaction	-	1
12108	S100A11	S100A6	predicted	-	0.92
12109	S100A11	VHL	predicted	-	0.64
12110	S100A12	S100A8	predicted	-	0.92
12111	S100A12	S100A9	predicted	-	0.92
12112	S100A7	S100A8	predicted	-	0.92
12113	S100A7	S100A9	predicted	-	0.92
12114	S100A8	S100A9	complex	-	1
12115	S100A8	STAT3	expression regulated by	<-	1
12116	S100A8	TIRAP	complex; input	-	1
12117	S100A8	TLR4	complex; input	-	1
12118	S100A8	TP53	predicted	-	0.64
12119	S100A9	STAT3	expression regulated by	<-	1
12120	S100A9	TIRAP	complex; input	-	1
12121	S100A9	TLR4	complex; input	-	1
12122	S100B	SDCBP	predicted	-	0.64
12123	SAA2	TLR2	complex; input	-	1
12124	SAR1B	STX5	complex; input	-	1
12125	SARNP	SEC13	activated by; input	<-	1
12126	SARNP	SEH1L	activated by; input	<-	1
12127	SARNP	SLU7	complex; input	-	1
12128	SARNP	SRRM1	complex; input	-	1
12129	SARNP	SRSF1	complex; input	-	1
12130	SARNP	SRSF11	complex; input	-	1
12131	SARNP	SRSF2	complex; input	-	1
12132	SARNP	SRSF3	complex; input	-	1
12133	SARNP	SRSF4	complex; input	-	1
12134	SARNP	SRSF5	complex; input	-	1
12135	SARNP	SRSF6	complex; input	-	1
12136	SARNP	SRSF7	complex; input	-	1
12137	SARNP	SRSF9	complex; input	-	1
12138	SARNP	SYMPK	complex; input	-	1
12139	SARNP	THOC1	complex; input	-	1
12140	SARNP	THOC2	complex; input	-	1
12141	SARNP	THOC3	complex; input	-	1
12142	SARNP	THOC5	complex; input	-	1
12143	SARNP	THOC6	complex; input	-	1
12144	SARNP	THOC7	complex; input	-	1
12145	SARNP	TPR	activated by; input	<-	1
12146	SARNP	U2AF1L4	complex; input	-	1
12147	SARNP	U2AF1L5	complex; reaction	-	1
12148	SARNP	U2AF2	complex; input	-	1
12149	SARNP	UPF3B	complex; input	-	1
12150	SARNP	VHL	predicted	-	0.64
12151	SARNP	WDR33	complex; input	-	1
12152	SARNP	ZC3H11A	complex; input	-	1
12153	SART1	SMNDC1	complex; input	-	1
12154	SART1	SNRNP40	complex	-	1
12155	SART1	SNW1	complex; input	-	1
12156	SART1	SRSF4	complex; input	-	1
12157	SART1	SRSF6	complex; input	-	1
12158	SCAF11	SRSF4	predicted	-	0.64
12159	SCFD1	STX5	complex; input; predicted	-	1
12160	SCFD1	VTI1B	predicted	-	0.56
12161	SDC1	SDCBP	complex; input	-	1
12162	SDC2	SDCBP	complex; input	-	1
12163	SDC4	SDCBP	complex; inhibite; input	-|	1
12164	SDCBP	SDCBP2	predicted	-	0.64
12165	SDCBP	SMO	predicted	-	0.54
12166	SDCBP	SRC	predicted	-	0.64
12167	SDCBP	SYPL1	predicted	-	0.64
12168	SDCBP	TGFA	predicted	-	0.64
12169	SDCBP	TGFBR1	predicted	-	0.64
12170	SDCBP	TRAF5	predicted	-	0.64
12171	SDCBP	TRIM32	predicted	-	0.64
12172	SDCBP	UBE2A	predicted	-	0.64
12173	SDF2L1	STAT1	expression regulated by	<-	1
12174	SDF2L1	ZBTB7A	expression regulated by	<-	1
12175	SEC13	SRSF4	activate; input	->	1
12176	SEC13	SRSF6	activate; input	->	1
12177	SEC13	STX5	complex; input	-	1
12178	SEC13	TCIRG1	activate; inhibit	-	1
12179	SEC16A	STX5	complex; input	-	1
12180	SEC16B	STX5	complex; input	-	1
12181	SEC22B	STX5	complex; input; predicted	-	1
12182	SEC22B	VTI1B	predicted	-	0.56
12183	SEC23A	STX5	complex; input	-	1
12184	SEC23IP	STX5	complex; input	-	1
12185	SEC24A	STX5	complex; input; predicted	-	1
12186	SEC24B	STX5	complex; input; predicted	-	1
12187	SEC24C	STX5	complex; input	-	1
12188	SEC24D	STX5	complex; input; predicted	-	1
12189	SEC31A	STX5	complex; input	-	1
12190	SEC61B	SRP9	input	-	1
12191	SEC61B	STX5	catalyze; catalyzed by; input	<->	1
12192	SEC61G	SRP9	input	-	1
12193	SEC61G	STX5	catalyze; catalyzed by; input	<->	1
12194	SEH1L	SRSF4	activate; input	->	1
12195	SEH1L	SRSF6	activate; input	->	1
12196	SEH1L	TCIRG1	activate; inhibite	-	1
12197	SELPLG	SIGLEC5	predicted	-	0.54
12198	SENP3	TEX10	complex	-	1
12199	SENP3	WDR12	activated by; complex; input	<-	1
12200	SENP3	WDR18	complex	-	1
12201	SERP1	STX5	catalyze; catalyzed by; input	<->	1
12202	SERPINA1	STX5	input	-	1
12203	SERPINE2	USF2	expression regulated by	<-	1
12204	SESN1	TCIRG1	activate	->	1
12205	SESN2	TCIRG1	activate	->	1
12206	SF1	SMNDC1	input	-	1
