""	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"mIDH2_AVG"	"mIDH1_AVG"	"deltaBeta"	"CHR"	"MAPINFO"	"Strand"	"Type"	"gene"	"feature"	"cgi"	"feat.cgi"	"UCSC_Islands_Name"	"SNP_ID"	"SNP_DISTANCE"
"cg06402833"	-0.0161317975981334	0.956200919236928	-4.07801823474306	0.000133782887448191	0.0419138250263621	0.247345063014914	0.950476732992429	0.966608530590563	0.0161317975981342	"8"	129002466	"F"	"II"	"PVT1"	"Body"	"opensea"	"Body-opensea"	""	"rs535864795;rs553848781"	"40;47"
"cg25072010"	-0.0245354396504674	0.942582736603077	-4.07782163332163	0.000133871660201592	0.041921915240814	0.246709452080801	0.933876612856137	0.958412052506605	0.0245354396504677	"12"	69833879	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs74735793;rs7132549"	"1;28"
"cg10548708"	-0.028989160589084	0.892143771467924	-4.07758070916304	0.000133980523826411	0.041921915240814	0.245930569815223	0.881857295129862	0.910846455718945	0.0289891605890837	"3"	38175456	"F"	"II"	"ACAA1"	"Body"	"shelf"	"Body-shelf"	"chr3:38178002-38178750"	"rs148457692"	"22"
"cg14704648"	-0.020533681590164	0.95131942754746	-4.07739314656684	0.000134065334726	0.041921915240814	0.245324217932154	0.944033282467079	0.964566964057243	0.0205336815901642	"8"	116991107	"R"	"II"	"LINC00536"	"Body"	"opensea"	"Body-opensea"	""	"rs575471819;rs112284959"	"38;2"
"cg26425305"	0.147513332160672	0.210364058754943	4.07725414556709	0.000134128220769834	0.041921915240814	0.244874866082641	0.262707499199052	0.11519416703838	-0.147513332160672	"5"	3592526	"F"	"I"	""	"IGR"	"island"	"IGR-island"	"chr5:3592391-3592644"	"rs139324665"	"42"
"cg21378375"	-0.0233039898892949	0.94743135061509	-4.07719246173737	0.000134156136537949	0.041921915240814	0.244675462083536	0.939162192912437	0.962466182801732	0.0233039898892954	"1"	151858114	"F"	"II"	"THEM4"	"Body"	"opensea"	"Body-opensea"	""	"rs181886690;rs557897447"	"27;39"
"cg26133736"	0.0144334963307302	0.0429500215098805	4.07717864628696	0.00013416238965683	0.041921915240814	0.244630801407089	0.0480715847240106	0.0336380883932804	-0.0144334963307302	"6"	108879314	"F"	"I"	""	"IGR"	"island"	"IGR-island"	"chr6:108878830-108883404"	"rs541753412;rs564623266"	"22;23"
"cg01185211"	-0.0317856765002775	0.93425609181758	-4.07681921710305	0.000134325172606573	0.0419543468951277	0.243468918708169	0.922977303381997	0.954762979882275	0.0317856765002779	"2"	9303854	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs540831661;rs561045114;rs530054097"	"4;26;42"
"cg02883503"	-0.0146925632987198	0.957551502972805	-4.07627276861549	0.000134573020562592	0.0420133071241471	0.2417025931834	0.952338012770034	0.967030576068754	0.0146925632987199	"16"	75423900	"R"	"II"	"CFDP1"	"Body"	"opensea"	"Body-opensea"	""	"rs531513161"	"1"
"cg26703587"	0.118732613663445	0.848581193964471	4.0760464007243	0.000134675821549598	0.0420244675801843	0.240970927081558	0.890712121393436	0.771979507729991	-0.118732613663445	"7"	137501840	"R"	"II"	"DGKI"	"Body"	"opensea"	"Body-opensea"	""	"rs80010612;rs192953072;rs550302805"	"41;2;1"
"cg01002322"	-0.126403096908934	0.153600466469031	-4.07593387745459	0.000134726950206796	0.0420244675801843	0.240607238063697	0.108747754662635	0.235150851571569	0.126403096908934	"2"	6872536	"R"	"II"	"LINC00487"	"Body"	"opensea"	"Body-opensea"	""	"rs544202721"	"1"
"cg21204840"	-0.0250935423435423	0.942158427254927	-4.07571979615908	0.00013482427683393	0.0420363890048832	0.239915316806584	0.933254267068509	0.958347809412051	0.0250935423435424	"6"	51214896	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs117765160;rs532449904"	"36;2"
"cg06715008"	0.131373286296756	0.841248780370995	4.07517252038642	0.000135073390442987	0.0420956043743188	0.238146588597413	0.887865107766618	0.756491821469862	-0.131373286296756	"2"	233371857	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr2:233367780-233368577"	"rs563126465;rs143011842"	"24;1"
"cg09369190"	-0.162895363814454	0.775073216767077	-4.07474878940776	0.000135266572963812	0.0421210973236776	0.236777234809576	0.717271636058722	0.880166999873175	0.162895363814453	"11"	57957820	"F"	"II"	"OR9Q2"	"TSS200"	"opensea"	"TSS200-opensea"	""	"rs77927189;rs527273159"	"21;24"
"cg02092295"	-0.015385598808963	0.952683547509528	-4.07473329139799	0.000135273643689447	0.0421210973236776	0.236727152071081	0.947224141480542	0.962609740289504	0.0153855988089625	"10"	88703144	"R"	"II"	"MMRN2"	"Body"	"island"	"Body-island"	"chr10:88702315-88703322"	"rs572508111;rs143864810;rs146872793;rs555019898"	"47;35;24;13"
"cg13694973"	0.0075908045218312	0.0254342735006411	4.07446758560268	0.000135394923319294	0.0421252872112414	0.235868524876898	0.0281277847825812	0.02053698026075	-0.00759080452183121	"9"	35732498	"F"	"I"	"TLN1"	"TSS200"	"island"	"TSS200-island"	"chr9:35732124-35732757"	"rs41306102;rs555918534"	"30;39"
"cg23298620"	-0.0393797769543054	0.887406067757766	-4.07434950145306	0.000135448855714226	0.0421252872112414	0.235486946652453	0.873432598515916	0.912812375470221	0.0393797769543053	"1"	82447434	"F"	"II"	"ADGRL2"	"Body"	"opensea"	"Body-opensea"	""	"rs535815314;rs555734792;rs77269725"	"0;1;22"
"cg15732304"	-0.0223311904688132	0.911321116202939	-4.07431460633327	0.000135464797277936	0.0421252872112414	0.235374187440619	0.903397145391425	0.925728335860238	0.0223311904688132	"7"	155915373	"F"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr7:155915510-155915713"	"rs530934510;rs564709635;rs564787957;rs528790893"	"0;7;18;24"
"cg21611830"	0.0961018058801867	0.132423635814206	4.07364863436859	0.000135769388668423	0.0421512957388887	0.23322228770832	0.166524276610401	0.0704224707302148	-0.0961018058801867	"15"	68113461	"R"	"II"	"SKOR1"	"Body"	"island"	"Body-island"	"chr15:68113241-68113520"	"rs567897602;rs190094006"	"31;24"
"cg10267925"	0.0710316067308499	0.150286619230608	4.07345015285733	0.000135860294683045	0.0421512957388887	0.23258098965213	0.175491382909296	0.104459776178446	-0.0710316067308498	"11"	111170595	"F"	"I"	"C11orf93"	"5'UTR"	"shore"	"5'UTR-shore"	"chr11:111169304-111170428"	"rs540233579;rs553211030;rs150883566;rs139339657"	"1;8;10;21"
"cg04316311"	-0.0291975926180661	0.879592300069754	-4.07338423844823	0.000135890496966083	0.0421512957388887	0.232368022703625	0.869231863979473	0.898429456597539	0.0291975926180658	"2"	101654986	"R"	"II"	"TBC1D8"	"Body"	"opensea"	"Body-opensea"	""	"rs180685453;rs572068367"	"41;32"
"cg10564075"	-0.0180939131412895	0.914929131911294	-4.07331881985731	0.000135920478469797	0.0421512957388887	0.232156659663839	0.908508711119223	0.926602624260513	0.0180939131412896	"4"	2307011	"F"	"I"	"ZFYVE28"	"Body"	"shore"	"Body-shore"	"chr4:2305514-2305793"	"rs141026999;rs140442078;rs200671727;rs145750553;rs199892925;rs202215374"	"0;1;9;17;39;41"
"cg04503160"	0.164426379774164	0.24341911159519	4.07330764209274	0.000135925601905788	0.0421512957388887	0.232120545256237	0.301763956031184	0.13733757625702	-0.164426379774164	"19"	50431843	"R"	"II"	"ATF5"	"TSS1500"	"shore"	"TSS1500-shore"	"chr19:50432354-50433138"	""	""
"cg04802449"	0.196765197114965	0.33673661798748	4.07312580440994	0.000136008975141407	0.0421512957388887	0.231533051074857	0.406556526641177	0.209791329526212	-0.196765197114965	"7"	157798295	"R"	"II"	"PTPRN2"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg03329714"	-0.022100234052612	0.941200071056254	-4.07312074217128	0.00013601129690213	0.0421512957388887	0.231516695845941	0.933358052521456	0.955458286574069	0.0221002340526123	"19"	7525578	"R"	"II"	"ARHGEF18"	"Body"	"shelf"	"Body-shelf"	"chr19:7528611-7528817"	""	""
"cg13026629"	0.18904848286095	0.812903423856009	4.07309612648748	0.000136022587260347	0.0421512957388887	0.231437166938763	0.879985143580862	0.690936660719912	-0.18904848286095	"14"	36347703	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs368339455;rs138035287"	"37;2"
"cg16336752"	0.128204806272895	0.800693971395843	4.07283127579415	0.000136144122299419	0.0421579846415446	0.23058149864225	0.84618599942816	0.717981193155265	-0.128204806272895	"5"	131330487	"F"	"II"	"ACSL6"	"Body"	"opensea"	"Body-opensea"	""	"rs567416022;rs253947;rs546817749;rs189366201"	"12;28;34;37"
"cg16420555"	-0.0168409266683165	0.935886769164139	-4.07274805634301	0.000136182331785505	0.0421579846415446	0.230312643336158	0.929910956475381	0.946751883143698	0.016840926668317	"14"	52846714	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs150375876;rs114490316"	"0;1"
"cg13406896"	0.0373445483555037	0.132240916479946	4.07266166639639	0.00013622200792518	0.0421579846415446	0.230033548485764	0.145492207831899	0.108147659476396	-0.0373445483555037	"2"	10220712	"F"	"I"	"CYS1"	"TSS200"	"island"	"TSS200-island"	"chr2:10219802-10221016"	"rs566804336;rs529153390;rs549192803"	"11;16;51"
"cg23217622"	0.177403385177226	0.15196365169836	4.07225506154905	0.000136408898394612	0.0421965163025564	0.228719999700842	0.214913239987053	0.0375098548098274	-0.177403385177226	"1"	156405438	"F"	"I"	""	"IGR"	"island"	"IGR-island"	"chr1:156405160-156406350"	"rs531794241;rs549868396"	"39;47"
"cg25758631"	0.0476377808499806	0.168932022498084	4.07173765447237	0.000136647075436208	0.0421965163025564	0.227048609042396	0.185835751186786	0.138197970336806	-0.0476377808499807	"6"	43423424	"F"	"I"	"DLK2"	"5'UTR"	"island"	"5'UTR-island"	"chr6:43422368-43423705"	"rs3734686"	"33"
"cg01593673"	0.304111513482842	0.426279989223475	4.07162515400987	0.00013669891565957	0.0421965163025564	0.226685212501466	0.534190526265774	0.230079012782932	-0.304111513482842	"17"	46648014	"F"	"II"	"HOXB3"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	"rs117171962;rs546410584"	"8;16"
"cg02223561"	0.21917556301593	0.507247321795113	4.07155402595524	0.000136731701266476	0.0421965163025564	0.226455459160149	0.585019295768507	0.365843732752577	-0.21917556301593	"17"	77645486	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs561501999;rs191659134"	"16;41"
"cg24395774"	0.0842503020139171	0.883110264549903	4.07148739064069	0.000136762422884397	0.0421965163025564	0.226240220056886	0.913005533006454	0.828755230992537	-0.0842503020139171	"8"	145652383	"F"	"II"	"VPS28"	"5'UTR"	"shore"	"5'UTR-shore"	"chr8:145653335-145654145"	"rs533868684;rs540322290;rs139513541;rs3929255;rs60114838;rs184972430"	"15;21;26;29;30;43"
"cg19286989"	-0.17449632232113	0.775939709441229	-4.07134693549331	0.000136827200298838	0.0421965163025564	0.225786541667263	0.714021659585345	0.888517981906474	0.174496322321129	"7"	3864567	"F"	"II"	"SDK1"	"Body"	"opensea"	"Body-opensea"	""	"rs377119355;rs557285534;rs577242128;rs185242763"	"7;29;46;47"
"cg27123514"	-0.018955335439652	0.953063880860989	-4.0713019443861	0.000136847956298195	0.0421965163025564	0.225641219628532	0.94633779409208	0.965293129531732	0.0189553354396521	"3"	127386202	"R"	"II"	"PODXL2"	"Body"	"opensea"	"Body-opensea"	""	"rs111641421;rs535573735"	"19;13"
"cg12186816"	-0.233577518334706	0.334900881737242	-4.07118266888088	0.000136902997041547	0.0421965163025564	0.225255962150947	0.252018536521701	0.485596054856407	0.233577518334707	"8"	88160820	"F"	"II"	"CNBD1"	"Body"	"opensea"	"Body-opensea"	""	"rs148629255;rs201387698;rs551634592"	"30;34;35"
"cg02398785"	-0.0491370684785953	0.844382569933782	-4.07106833945725	0.000136955775424697	0.0421965163025564	0.224886686450231	0.826946835957506	0.876083904436102	0.0491370684785956	"20"	15229304	"R"	"II"	"MACROD2"	"Body"	"opensea"	"Body-opensea"	""	"rs527279505;rs551712798"	"2;1"
"cg09093836"	-0.0160782617661365	0.92672899792914	-4.07093399925424	0.000137017816562057	0.0421965163025564	0.224452784937917	0.921023808270188	0.937102070036325	0.0160782617661368	"5"	177031208	"F"	"I"	"B4GALT7"	"Body"	"island"	"Body-island"	"chr5:177031165-177031584"	""	""
"cg23664708"	0.212702382331976	0.226707820480995	4.07076995676607	0.000137093611621859	0.0421965163025564	0.223922959936982	0.302182859372987	0.0894804770410107	-0.212702382331976	"17"	80196903	"F"	"II"	"SLC16A3"	"3'UTR"	"shore"	"3'UTR-shore"	"chr17:80195043-80195866"	"rs552956696;rs551936397"	"19;50"
"cg09896867"	-0.0285748331752191	0.90085612573928	-4.07075447007949	0.000137100769262447	0.0421965163025564	0.223872941610728	0.890716668806138	0.919291501981357	0.0285748331752196	"12"	113734442	"R"	"II"	"TPCN1"	"3'UTR"	"opensea"	"3'UTR-opensea"	""	"rs569712016;rs537091390;rs2232515;rs570879140"	"44;32;31;2"
"cg10286959"	-0.0313835630757371	0.918814295845656	-4.07071754366398	0.000137117837377346	0.0421965163025564	0.223753678480006	0.907678192818781	0.939061755894518	0.0313835630757372	"8"	1291957	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs528066552;rs547792300"	"0;39"
"cg19153567"	0.220925674270692	0.315786635790804	4.07042903432857	0.000137251262679273	0.0422193076334597	0.222821886353214	0.39417961698363	0.173253942712938	-0.220925674270692	"1"	165414604	"F"	"II"	"RXRG"	"TSS200"	"opensea"	"TSS200-opensea"	""	""	""
"cg17947416"	-0.0290424874160091	0.887775197766248	-4.07028697853976	0.000137317004452199	0.042221268400924	0.222363105779859	0.877469799005729	0.906512286421738	0.0290424874160092	"11"	116708316	"R"	"II"	"APOA1"	"5'UTR"	"shore"	"5'UTR-shore"	"chr11:116706481-116706910"	""	""
"cg16807679"	-0.0476165893975984	0.914212601041309	-4.0696964921075	0.000137590600567708	0.042279270311236	0.220456180196653	0.897316391900226	0.944932981297824	0.0476165893975982	"10"	133644553	"R"	"II"	""	"IGR"	"island"	"IGR-island"	"chr10:133644552-133644814"	"rs573412295;rs138174154;rs565302268;rs72853793"	"50;37;7;2"
"cg22399646"	0.132643153118362	0.716415514278609	4.06962331469383	0.000137624543220837	0.042279270311236	0.220219870955038	0.763482439578673	0.63083928646031	-0.132643153118362	"2"	242750705	"R"	"I"	"NEU4"	"TSS1500"	"shelf"	"TSS1500-shelf"	"chr2:242754323-242754629"	"rs557699666;rs575761178;rs546105433"	"46;43;21"
"cg25392384"	0.00769594423947316	0.0153415876052775	4.06916700075635	0.000137836382504694	0.0423260654972371	0.21874636706168	0.0180724065289616	0.0103764622894884	-0.00769594423947316	"7"	150102268	"F"	"I"	"LOC728743"	"TSS1500"	"island"	"TSS1500-island"	"chr7:150101906-150102968"	"rs538353489;rs558081183"	"25;27"
"cg03328984"	0.205240804251805	0.78846536156969	4.06875095772705	0.000138029800623713	0.0423615017499267	0.217402985821367	0.861292743723556	0.656051939471752	-0.205240804251804	"7"	158929551	"R"	"II"	"VIPR2"	"Body"	"opensea"	"Body-opensea"	""	"rs542312968;rs112509313;rs148964484"	"33;9;1"
"cg21430666"	-0.0165229729610368	0.927811419318054	-4.06855455544637	0.00013812119888952	0.0423615017499267	0.216768840298398	0.921948428912525	0.938471401873562	0.0165229729610371	"1"	228613073	"F"	"II"	"HIST3H3"	"TSS200"	"island"	"TSS200-island"	"chr1:228612580-228613103"	"rs576097606;rs576549275"	"9;28"
"cg02794784"	0.205258176084649	0.570716126996952	4.06832945581115	0.000138226023655853	0.0423615017499267	0.216042057943247	0.643549673349569	0.43829149726492	-0.205258176084649	"15"	99646736	"F"	"II"	"SYNM"	"Body"	"shore"	"Body-shore"	"chr15:99645030-99646444"	"rs576830879;rs534756823"	"17;47"
"cg01577083"	-0.22526899430321	0.659123534328251	-4.06817503187187	0.000138297980442375	0.0423615017499267	0.215543480454394	0.579189375059369	0.80445836936258	0.225268994303211	"16"	5486268	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs572251330;rs12596488"	"19;30"
"cg00396899"	-0.217942670849273	0.701445198793217	-4.06815294864002	0.000138308273500167	0.0423615017499267	0.215472182790293	0.62411070268541	0.842053373534684	0.217942670849273	"3"	63213796	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs532455054;rs150873767"	"0;39"
"cg03164183"	-0.010672321580411	0.9711555542488	-4.06815102532973	0.000138309169995613	0.0423615017499267	0.215465973223621	0.967368601429945	0.978040923010356	0.0106723215804109	"2"	182755339	"F"	"II"	"SSFA2"	"TSS1500"	"shore"	"TSS1500-shore"	"chr2:182756428-182757519"	""	""
"cg25614218"	0.00587989103279139	0.0167748835953142	4.06759707191579	0.0001385676128825	0.0424223881910637	0.213677558363985	0.0188612965424337	0.0129814055096423	-0.0058798910327914	"16"	85833773	"F"	"II"	"COX4I1"	"5'UTR"	"island"	"5'UTR-island"	"chr16:85832420-85833842"	"rs563082965"	"9"
"cg19221000"	0.186645631757619	0.791748550839853	4.06719120187654	0.000138757264296267	0.0424621708298369	0.212367312456236	0.857977645979653	0.671332014222034	-0.186645631757619	"10"	88597655	"R"	"II"	"BMPR1A"	"5'UTR"	"opensea"	"5'UTR-opensea"	""	""	""
"cg06291595"	0.0126110951226512	0.0333140679495648	4.06693271759263	0.000138878177108124	0.0424658105258034	0.211532901995567	0.0377889726705056	0.0251778775478544	-0.0126110951226512	"14"	74960292	"F"	"II"	"NPC2"	"TSS1500"	"island"	"TSS1500-island"	"chr14:74959680-74960907"	"rs568299068"	"2"
"cg12588299"	-0.0376802468279562	0.884540848660825	-4.06688090575638	0.000138902425684445	0.0424658105258034	0.211365652377053	0.871170438496066	0.908850685324022	0.0376802468279562	"6"	167571803	"F"	"II"	"GPR31"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	"rs139987143;rs535078135"	"13;21"
"cg04065151"	-0.0331754881152074	0.819790911093627	-4.06678292710389	0.000138948292066824	0.0424658105258034	0.211049378695741	0.808018963697908	0.841194451813116	0.0331754881152075	"12"	53682969	"F"	"II"	"ESPL1"	"Body"	"opensea"	"Body-opensea"	""	"rs3214023"	"17"
"cg16511449"	-0.197300447499641	0.612495674833503	-4.06659159658992	0.000139037901047661	0.0424749440105589	0.210431779073778	0.542485838623953	0.739786286123594	0.197300447499641	"5"	6531950	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs527895019;rs116168499;rs561145155;rs181742517;rs550047264"	"47;46;43;4;1"
"cg25578305"	-0.0373693976223378	0.881852166233017	-4.06609363984647	0.000139271378861422	0.0425193526260577	0.208824492144342	0.868592057399284	0.905961455021622	0.0373693976223376	"11"	120816085	"R"	"II"	"GRIK4"	"Body"	"opensea"	"Body-opensea"	""	"rs563095739;rs79299722;rs548627603"	"20;6;2"
"cg02910880"	-0.0245567369658296	0.923186584270466	-4.06586924528598	0.000139376714727249	0.0425193526260577	0.208100236112103	0.914472903411623	0.939029640377453	0.0245567369658302	"19"	4014146	"R"	"II"	"PIAS4"	"Body"	"opensea"	"Body-opensea"	""	"rs8113655"	"38"
"cg04266179"	0.00879996141683983	0.0318001725071543	4.06577934300601	0.000139418938450666	0.0425193526260577	0.207810073849784	0.0349227394615168	0.026122778044677	-0.00879996141683983	"19"	42746555	"F"	"I"	"GSK3A"	"1stExon"	"island"	"1stExon-island"	"chr19:42746314-42747318"	""	""
"cg25062778"	0.0951173799454354	0.221449176212628	4.06577194161089	0.000139422415157753	0.0425193526260577	0.207786185791608	0.255200504580363	0.160083124634928	-0.0951173799454354	"14"	57265268	"F"	"I"	""	"IGR"	"island"	"IGR-island"	"chr14:57264638-57265561"	"rs114120764"	"9"
"cg25498536"	0.014936042768915	0.0565090095327462	4.06545804643728	0.000139569940282502	0.0425290867351813	0.206773109599194	0.0618088956765547	0.0468728529076397	-0.014936042768915	"8"	86376088	"F"	"I"	"CA2"	"TSS200"	"island"	"TSS200-island"	"chr8:86375500-86376714"	"rs11261477"	"42"
"cg07622687"	-0.0308170493890979	0.925119240575877	-4.06544955273206	0.000139573934264521	0.0425290867351813	0.206745697339729	0.914184158534584	0.945001207923682	0.0308170493890985	"17"	65503465	"F"	"II"	"PITPNC1"	"Body"	"opensea"	"Body-opensea"	""	"rs140299162;rs2916147;rs547136715;rs138003101"	"0;21;35;50"
"cg04920269"	0.175913803781453	0.207071583723104	4.06522263313495	0.000139680679160476	0.0425433849287979	0.206013357802803	0.269492610871362	0.0935788070899087	-0.175913803781453	"2"	153191398	"R"	"II"	"FMNL2"	"TSS1500"	"shore"	"TSS1500-shore"	"chr2:153191492-153192974"	"rs114401900;rs62179527"	"29;1"
"cg11843146"	-0.0169229982061034	0.957724068563553	-4.06504718506857	0.000139763265407632	0.0425503158856706	0.205447148757124	0.951719133716226	0.96864213192233	0.0169229982061032	"4"	40339204	"F"	"II"	"CHRNA9"	"Body"	"opensea"	"Body-opensea"	""	"rs570024431;rs538917094;rs199910277;rs55998310"	"13;18;23;46"
"cg12938436"	-0.235728140053137	0.368054693405316	-4.06443271125594	0.000140052879824426	0.0425870360783617	0.203464218119445	0.284409224354202	0.52013736440734	0.235728140053137	"5"	106608874	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs145344831;rs568590243;rs7735717;rs111587244"	"0;2;10;31"
"cg09899989"	-0.0125076240205653	0.974229327861905	-4.06442446970377	0.000140056768173805	0.0425870360783617	0.203437623475792	0.969791138693317	0.982298762713882	0.0125076240205655	"10"	2776040	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs558297716"	"4"
"cg07968271"	-0.183841680736329	0.756158352030361	-4.0643272289328	0.00014010265405917	0.0425870360783617	0.203123839803404	0.690924207252954	0.874765887989283	0.183841680736329	"5"	72634745	"F"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs182085454"	"10"
"cg17764986"	0.0112021021854027	0.0346329489029579	4.0641886053068	0.000140168092727925	0.0425870360783617	0.202676526296496	0.0386078883881008	0.027405786202698	-0.0112021021854027	"19"	41196598	"F"	"I"	"NUMBL"	"TSS200"	"island"	"TSS200-island"	"chr19:41196279-41197107"	"rs112542690;rs528519924"	"25;49"
"cg16006665"	-0.0262880832043589	0.874598575829717	-4.06408739579448	0.000140215888315742	0.0425870360783617	0.202349946903116	0.86527054630559	0.891558629509948	0.0262880832043588	"1"	3225207	"F"	"II"	"PRDM16"	"Body"	"opensea"	"Body-opensea"	""	"rs567081297"	"12"
"cg21519785"	-0.0230569138916137	0.946280640379689	-4.06402964148047	0.000140243169492499	0.0425870360783617	0.202163589337335	0.938099154805246	0.961156068696859	0.0230569138916136	"13"	24009028	"R"	"II"	"SACS"	"TSS1500"	"opensea"	"TSS1500-opensea"	""	""	""
"cg13710960"	0.234910099519768	0.430562894261846	4.06376709848046	0.00014036725046412	0.0426065228430752	0.201316453067007	0.513918090865634	0.279007991345867	-0.234910099519768	"17"	30250943	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs137956069;rs375904104;rs80319834"	"43;21;10"
"cg01614598"	0.0152374261004047	0.0973087784098037	4.06277075395722	0.000140839099314238	0.0427192839947082	0.198101874997653	0.102715607026076	0.0874781809256716	-0.0152374261004047	"2"	38152364	"R"	"I"	"FAM82A1"	"TSS200"	"island"	"TSS200-island"	"chr2:38152131-38152885"	"rs549838069"	"38"
"cg03516301"	0.22663224097294	0.6654021023517	4.06272906067609	0.000140858877742909	0.0427192839947082	0.197967366770808	0.74581999430984	0.5191877533369	-0.22663224097294	"1"	7362873	"F"	"II"	"CAMTA1"	"Body"	"opensea"	"Body-opensea"	""	"rs189337987;rs548937523;rs570027480;rs12025895"	"14;37;38;51"
"cg00767442"	-0.0511024536495337	0.919384091677351	-4.06248742094941	0.000140973559408693	0.0427358400886921	0.197187819483954	0.901250962963001	0.952353416612534	0.0511024536495337	"4"	23879493	"R"	"II"	"PPARGC1A"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg16785050"	0.0117655327715158	0.0455782514525438	4.06195371142981	0.000141227176054772	0.0427944819780626	0.195466127661503	0.0497531179198558	0.03798758514834	-0.0117655327715158	"11"	3014072	"F"	"I"	"NAP1L4"	"TSS1500"	"island"	"TSS1500-island"	"chr11:3012799-3014181"	"rs568454195"	"28"
"cg26854277"	0.00890267136640625	0.0317723856560924	4.06169538933682	0.000141350087737624	0.0428134847306994	0.194632853637762	0.0349313980764301	0.0260287267100238	-0.00890267136640626	"5"	129239993	"R"	"I"	"CHSY3"	"TSS1500"	"island"	"TSS1500-island"	"chr5:129239553-129241612"	""	""
"cg18795043"	-0.0204400672308638	0.928555199701748	-4.06151490668677	0.000141436024041158	0.0428191406751965	0.194050685602689	0.921302272619828	0.941742339850692	0.0204400672308642	"14"	90100590	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs552291451"	"2"
"cg09312781"	-0.0242753458811059	0.913455304818596	-4.06132815997051	0.000141524996025826	0.0428191406751965	0.193448327635516	0.904841472409171	0.929116818290277	0.0242753458811058	"7"	975761	"F"	"II"	"ADAP1"	"Body"	"shore"	"Body-shore"	"chr7:976647-976894"	""	""
"cg08476165"	0.28473976327458	0.643351876672355	4.06124994712694	0.000141562275116434	0.0428191406751965	0.193196054113442	0.744388566866561	0.459648803591981	-0.28473976327458	"3"	13926396	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs143982365;rs554490445;rs12491718;rs181171833"	"38;25;16;1"
"cg22164825"	-0.0200602429401679	0.945409983832713	-4.06111283724127	0.000141627649546715	0.0428191406751965	0.192753816387159	0.938291833112008	0.958352076052176	0.0200602429401681	"20"	48516080	"R"	"II"	""	"IGR"	"opensea"	"IGR-opensea"	""	"rs186166420"	"29"
"cg17884425"	-0.0390677268667623	0.612359989239699	-4.06102446359047	0.000141669801821941	0.0428191406751965	0.192468778276597	0.598497247448267	0.63756497431503	0.0390677268667624	"14"	102705945	"R"	"II"	"MOK"	"Body"	"opensea"	"Body-opensea"	""	""	""
"cg23322114"	0.16979708161046	0.626222206098224	4.06077424575513	0.000141789215855607	0.0428223298588739	0.191661751292639	0.686472783443871	0.516675701833411	-0.169797081610461	"7"	1426612	"R"	"II"	""	"IGR"	"shelf"	"IGR-shelf"	"chr7:1423824-1424053"	"rs568482376;rs537448440;rs557393558;rs577841861"	"44;23;17;1"
"cg14537549"	0.173191767052166	0.335348700589642	4.06075002794191	0.000141800778725153	0.0428223298588739	0.191583643145268	0.396803843737185	0.223612076685019	-0.173191767052166	"10"	12393185	"R"	"I"	"CAMK1D"	"Body"	"shore"	"Body-shore"	"chr10:12390802-12392589"	""	""
"cg16658496"	0.0216203289877868	0.0664977966884086	4.06027004695241	0.000142030134915481	0.0428588749513984	0.190035646386192	0.0741695263292361	0.0525491973414494	-0.0216203289877868	"1"	151966455	"F"	"I"	"S100A10"	"1stExon"	"shore"	"1stExon-shore"	"chr1:151966632-151966893"	"rs542957809;rs562800871;rs576105317"	"11;23;35"
"cg06171889"	0.185749410111849	0.279999346444423	4.06024456508465	0.000142042321281306	0.0428588749513984	0.189953467201845	0.345910427451853	0.160161017340004	-0.185749410111849	"2"	219722808	"R"	"II"	""	"IGR"	"shore"	"IGR-shore"	"chr2:219723702-219725010"	"rs572449847;rs148829824;rs181882535"	"37;8;1"
